23788,1
23798,0
23986,1
24152,0
24320,1
24485,0
24653,1
24820,0
24989,1
25157,0
25326,1
25495,0
25665,1
25834,0
26005,1
26174,0
26346,1
26516,0
26689,1
26860,0
27033,1
27205,0
27378,1
27551,0
27725,1
27898,0
28073,1
28248,0
28424,1
28599,0
28775,1
28951,0
29128,1
29304,0
29483,1
29660,0
29839,1
30016,0
30196,1
30374,0
30556,1
30735,0
30916,1
31096,0
31279,1
31460,0
31642,1
31824,0
32008,1
32191,0
32375,1
32559,0
32744,1
32928,0
33115,1
33300,0
33487,1
33674,0
33861,1
34049,0
34237,1
34425,0
34615,1
34803,0
34995,1
35184,0
35376,1
35566,0
35759,1
35950,0
36144,1
36335,0
36530,1
36723,0
36919,1
37113,0
37309,1
37505,0
37702,1
37898,0
38096,1
38293,0
38493,1
38690,0
38891,1
39090,0
39291,1
39491,0
39694,1
39895,0
40098,1
40300,0
40505,1
40708,0
40913,1
41117,0
41324,1
41529,0
41737,1
41944,0
42151,1
42359,0
42569,1
42778,0
42989,1
43199,0
43411,1
43622,0
43835,1
44047,0
44261,1
44475,0
44690,1
44905,0
45121,1
45337,0
45555,1
45771,0
45990,1
46209,0
46430,1
46649,0
46870,1
47091,0
47314,1
47536,0
47760,1
47983,0
48209,1
48434,0
48661,1
48886,0
49115,1
49342,0
49571,1
49801,0
50031,1
50262,0
50494,1
50725,0
50959,1
51192,0
51427,1
51661,0
51899,1
52134,0
52373,1
52610,0
52849,1
53089,0
53330,1
53570,0
53814,1
54055,0
54300,1
54544,0
54790,1
55035,0
55282,1
55530,0
55780,1
56028,0
56280,1
56529,0
56782,1
57034,0
57289,1
57543,0
57800,1
58055,0
58313,1
58571,0
58831,1
59090,0
59353,1
59614,0
59878,1
60141,0
60407,1
60673,0
60941,1
61208,0
61477,1
61747,0
62019,1
62290,0
62565,1
62838,0
63115,1
63390,0
63669,1
63946,0
64228,1
64507,0
64791,1
65073,0
65358,1
65643,0
65931,1
66217,0
66508,1
66797,0
67090,1
67382,0
67678,1
67972,0
68270,1
68567,0
68867,1
69167,0
69470,1
69772,0
70078,1
70382,0
70691,1
70999,0
71311,1
71621,0
71936,1
72249,0
72567,1
72884,0
73204,1
73524,0
73847,1
74171,0
74498,1
74823,0
75154,1
75484,0
75816,1
76150,0
76487,1
76823,0
77164,1
77504,0
77848,1
78192,0
78540,1
78887,0
79239,1
79590,0
79946,1
80302,0
80661,1
81020,0
81385,1
81748,0
82116,1
82485,0
82857,1
83229,0
83607,1
83984,0
84366,1
84748,0
85135,1
85521,0
85913,1
86304,0
86702,1
87099,0
87501,1
87903,0
88311,1
88719,0
89133,1
89546,0
89966,1
90385,0
90811,1
91237,0
91669,1
92101,0
92540,1
92979,0
93425,1
93871,0
94324,1
94777,0
95238,1
95698,0
96167,1
96636,0
97113,1
97590,0
98075,1
98562,0
99056,1
99551,0
100055,1
100559,0
101073,1
101588,0
102113,1
102638,0
103174,1
103711,0
104258,1
104808,0
105367,1
105929,0
106503,1
107077,0
107665,1
108254,0
108856,1
109460,0
110078,1
110699,0
111335,1
111973,0
112626,1
113284,0
113957,1
114634,0
115330,1
116029,0
116749,1
117472,0
118217,1
118968,0
119742,1
120522,0
121329,1
122142,0
122984,1
123834,0
124717,1
125608,0
126537,1
127477,0
128458,1
129454,0
130497,1
131558,0
132677,1
133816,0
135026,1
136262,0
137587,1
138948,0
140425,1
141953,0
143644,1
145413,0
147441,1
149608,0
